date_parsed,nama_provinsi,tahun,bulan,produksi_padi
2020-01-01,KOTA BANDUNG,2020,1,8.52
2020-02-01,KOTA BANDUNG,2020,2,122.0
2020-03-01,KOTA BANDUNG,2020,3,331.0
2020-04-01,KOTA BANDUNG,2020,4,1258.0
2020-05-01,KOTA BANDUNG,2020,5,1142.0
2020-06-01,KOTA BANDUNG,2020,6,383.0
2020-07-01,KOTA BANDUNG,2020,7,65.0
2020-08-01,KOTA BANDUNG,2020,8,243.0
2020-09-01,KOTA BANDUNG,2020,9,810.0
2020-10-01,KOTA BANDUNG,2020,10,1358.0
2020-11-01,KOTA BANDUNG,2020,11,818.0
2020-12-01,KOTA BANDUNG,2020,12,271.0
2021-01-01,KOTA BANDUNG,2021,1,190.0
2021-02-01,KOTA BANDUNG,2021,2,138.0
2021-03-01,KOTA BANDUNG,2021,3,544.0
2021-04-01,KOTA BANDUNG,2021,4,1497.0
2021-05-01,KOTA BANDUNG,2021,5,943.0
2021-06-01,KOTA BANDUNG,2021,6,280.0
2021-07-01,KOTA BANDUNG,2021,7,178.0
2021-08-01,KOTA BANDUNG,2021,8,449.0
2021-09-01,KOTA BANDUNG,2021,9,868.0
2021-10-01,KOTA BANDUNG,2021,10,786.0
2021-11-01,KOTA BANDUNG,2021,11,802.0
2021-12-01,KOTA BANDUNG,2021,12,422.0
2022-01-01,KOTA BANDUNG,2022,1,306.0
2022-02-01,KOTA BANDUNG,2022,2,85.0
2022-03-01,KOTA BANDUNG,2022,3,671.0
2022-04-01,KOTA BANDUNG,2022,4,1154.0
2022-05-01,KOTA BANDUNG,2022,5,712.0
2022-06-01,KOTA BANDUNG,2022,6,828.0
2022-07-01,KOTA BANDUNG,2022,7,116.0
2022-08-01,KOTA BANDUNG,2022,8,96.0
2022-09-01,KOTA BANDUNG,2022,9,970.0
2022-10-01,KOTA BANDUNG,2022,10,966.0
2022-11-01,KOTA BANDUNG,2022,11,765.0
2022-12-01,KOTA BANDUNG,2022,12,524.0
2023-01-01,KOTA BANDUNG,2023,1,62.0
2023-02-01,KOTA BANDUNG,2023,2,12.0
2023-03-01,KOTA BANDUNG,2023,3,591.0
2023-04-01,KOTA BANDUNG,2023,4,1270.0
2023-05-01,KOTA BANDUNG,2023,5,813.0
2023-06-01,KOTA BANDUNG,2023,6,444.0
2023-07-01,KOTA BANDUNG,2023,7,53.0
2023-08-01,KOTA BANDUNG,2023,8,117.0
2023-09-01,KOTA BANDUNG,2023,9,886.0
2023-10-01,KOTA BANDUNG,2023,10,1000.0
2023-11-01,KOTA BANDUNG,2023,11,695.0
2023-12-01,KOTA BANDUNG,2023,12,383.0
2018-01-01,KOTA BANJAR,2018,1,2717.0
2018-02-01,KOTA BANJAR,2018,2,2717.0
2018-03-01,KOTA BANJAR,2018,3,9471.0
2018-04-01,KOTA BANJAR,2018,4,1320.0
2018-05-01,KOTA BANJAR,2018,5,448.0
2018-06-01,KOTA BANJAR,2018,6,325.0
2018-07-01,KOTA BANJAR,2018,7,4789.0
2018-08-01,KOTA BANJAR,2018,8,4801.0
2018-09-01,KOTA BANJAR,2018,9,6221.0
2018-10-01,KOTA BANJAR,2018,10,736.0
2018-11-01,KOTA BANJAR,2018,11,665.0
2018-12-01,KOTA BANJAR,2018,12,116.0
2019-01-01,KOTA BANJAR,2019,1,334.5
2019-02-01,KOTA BANJAR,2019,2,553.0
2019-03-01,KOTA BANJAR,2019,3,2023.0
2019-04-01,KOTA BANJAR,2019,4,11014.0
2019-05-01,KOTA BANJAR,2019,5,1621.0
2019-06-01,KOTA BANJAR,2019,6,1210.5
2019-07-01,KOTA BANJAR,2019,7,800.0
2019-08-01,KOTA BANJAR,2019,8,4174.0
2019-09-01,KOTA BANJAR,2019,9,3709.0
2019-10-01,KOTA BANJAR,2019,10,3916.0
2019-11-01,KOTA BANJAR,2019,11,571.0
2019-12-01,KOTA BANJAR,2019,12,364.0
2020-01-01,KOTA BANJAR,2020,1,365.0
2020-02-01,KOTA BANJAR,2020,2,616.0
2020-03-01,KOTA BANJAR,2020,3,2030.0
2020-04-01,KOTA BANJAR,2020,4,3444.0
2020-05-01,KOTA BANJAR,2020,5,8322.0
2020-06-01,KOTA BANJAR,2020,6,1695.0
2020-07-01,KOTA BANJAR,2020,7,487.0
2020-08-01,KOTA BANJAR,2020,8,395.0
2020-09-01,KOTA BANJAR,2020,9,6138.0
2020-10-01,KOTA BANJAR,2020,10,5441.0
2020-11-01,KOTA BANJAR,2020,11,746.0
2020-12-01,KOTA BANJAR,2020,12,724.0
2021-01-01,KOTA BANJAR,2021,1,518.0
2021-02-01,KOTA BANJAR,2021,2,312.0
2021-03-01,KOTA BANJAR,2021,3,11723.050000000016
2021-04-01,KOTA BANJAR,2021,4,6157.0
2021-05-01,KOTA BANJAR,2021,5,916.0
2021-06-01,KOTA BANJAR,2021,6,187.0
2021-07-01,KOTA BANJAR,2021,7,5642.0
2021-08-01,KOTA BANJAR,2021,8,1598.0
2021-09-01,KOTA BANJAR,2021,9,1348.0
2021-10-01,KOTA BANJAR,2021,10,3962.0
2021-11-01,KOTA BANJAR,2021,11,2043.0
2021-12-01,KOTA BANJAR,2021,12,1476.3333333333335
2022-01-01,KOTA BANJAR,2022,1,909.6666666666667
2022-02-01,KOTA BANJAR,2022,2,343.0
2022-03-01,KOTA BANJAR,2022,3,8477.0
2022-04-01,KOTA BANJAR,2022,4,7745.0
2022-05-01,KOTA BANJAR,2022,5,5708.333333333333
2022-06-01,KOTA BANJAR,2022,6,3671.6666666666665
2022-07-01,KOTA BANJAR,2022,7,1635.0
2022-08-01,KOTA BANJAR,2022,8,6842.0
2022-09-01,KOTA BANJAR,2022,9,1952.0
2022-10-01,KOTA BANJAR,2022,10,2589.0
2022-11-01,KOTA BANJAR,2022,11,2140.0
2022-12-01,KOTA BANJAR,2022,12,1691.0
2023-01-01,KOTA BANJAR,2023,1,1767.5
2023-02-01,KOTA BANJAR,2023,2,1844.0
2023-03-01,KOTA BANJAR,2023,3,7954.0
2023-04-01,KOTA BANJAR,2023,4,3854.0
2023-05-01,KOTA BANJAR,2023,5,2971.0
2023-06-01,KOTA BANJAR,2023,6,113.0
2023-07-01,KOTA BANJAR,2023,7,4146.0
2023-08-01,KOTA BANJAR,2023,8,5835.0
2023-09-01,KOTA BANJAR,2023,9,1391.0
2023-10-01,KOTA BANJAR,2023,10,3545.0
2023-11-01,KOTA BANJAR,2023,11,239.0
2023-12-01,KOTA BANJAR,2023,12,239.0
2018-01-01,KOTA BEKASI,2018,1,33.0
2018-02-01,KOTA BEKASI,2018,2,82.0
2018-03-01,KOTA BEKASI,2018,3,151.0
2018-04-01,KOTA BEKASI,2018,4,289.0
2018-05-01,KOTA BEKASI,2018,5,330.0
2018-06-01,KOTA BEKASI,2018,6,33.0
2018-07-01,KOTA BEKASI,2018,7,396.0
2018-08-01,KOTA BEKASI,2018,8,147.0
2018-09-01,KOTA BEKASI,2018,9,93.0
2018-10-01,KOTA BEKASI,2018,10,453.0
2018-11-01,KOTA BEKASI,2018,11,325.0
2018-12-01,KOTA BEKASI,2018,12,128.0
2019-01-01,KOTA BEKASI,2019,1,66.5
2019-02-01,KOTA BEKASI,2019,2,5.0
2019-03-01,KOTA BEKASI,2019,3,132.0
2019-04-01,KOTA BEKASI,2019,4,464.0
2019-05-01,KOTA BEKASI,2019,5,863.0
2019-06-01,KOTA BEKASI,2019,6,38.0
2019-07-01,KOTA BEKASI,2019,7,5.0
2019-08-01,KOTA BEKASI,2019,8,42.0
2019-09-01,KOTA BEKASI,2019,9,1059.0
2019-10-01,KOTA BEKASI,2019,10,437.0
2019-11-01,KOTA BEKASI,2019,11,546.9983333333334
2019-12-01,KOTA BEKASI,2019,12,656.996666666667
2020-01-01,KOTA BEKASI,2020,1,766.9950000000005
2020-02-01,KOTA BEKASI,2020,2,876.993333333334
2020-03-01,KOTA BEKASI,2020,3,986.9916666666675
2020-04-01,KOTA BEKASI,2020,4,1096.990000000001
2020-05-01,KOTA BEKASI,2020,5,621.4950000000005
2020-06-01,KOTA BEKASI,2020,6,146.0
2020-07-01,KOTA BEKASI,2020,7,2.0
2020-08-01,KOTA BEKASI,2020,8,498.0
2020-09-01,KOTA BEKASI,2020,9,697.0
2020-10-01,KOTA BEKASI,2020,10,188.0
2020-11-01,KOTA BEKASI,2020,11,3.0
2020-12-01,KOTA BEKASI,2020,12,104.5
2021-01-01,KOTA BEKASI,2021,1,206.0
2021-02-01,KOTA BEKASI,2021,2,21.0
2021-03-01,KOTA BEKASI,2021,3,320.0
2021-04-01,KOTA BEKASI,2021,4,226.0
2021-05-01,KOTA BEKASI,2021,5,13.0
2021-06-01,KOTA BEKASI,2021,6,516.0
2021-07-01,KOTA BEKASI,2021,7,139.0
2021-08-01,KOTA BEKASI,2021,8,447.0
2021-09-01,KOTA BEKASI,2021,9,138.0
2021-10-01,KOTA BEKASI,2021,10,177.0
2021-11-01,KOTA BEKASI,2021,11,89.0
2021-12-01,KOTA BEKASI,2021,12,12.0
2022-01-01,KOTA BEKASI,2022,1,2.0
2022-02-01,KOTA BEKASI,2022,2,43.0
2022-03-01,KOTA BEKASI,2022,3,804.0
2022-04-01,KOTA BEKASI,2022,4,536.6666666666667
2022-05-01,KOTA BEKASI,2022,5,269.33333333333337
2022-06-01,KOTA BEKASI,2022,6,2.0
2022-07-01,KOTA BEKASI,2022,7,238.0
2022-08-01,KOTA BEKASI,2022,8,633.0
2022-09-01,KOTA BEKASI,2022,9,48.0
2022-10-01,KOTA BEKASI,2022,10,65.66666666666667
2022-11-01,KOTA BEKASI,2022,11,83.33333333333334
2022-12-01,KOTA BEKASI,2022,12,101.0
2023-01-01,KOTA BEKASI,2023,1,215.0
2023-02-01,KOTA BEKASI,2023,2,19.0
2023-03-01,KOTA BEKASI,2023,3,269.0
2023-04-01,KOTA BEKASI,2023,4,223.0
2023-05-01,KOTA BEKASI,2023,5,112.5
2023-06-01,KOTA BEKASI,2023,6,2.0
2023-07-01,KOTA BEKASI,2023,7,127.0
2023-08-01,KOTA BEKASI,2023,8,301.0
2023-09-01,KOTA BEKASI,2023,9,161.0
2023-10-01,KOTA BEKASI,2023,10,161.0
2023-11-01,KOTA BEKASI,2023,11,161.0
2023-12-01,KOTA BEKASI,2023,12,161.0
2018-01-01,KOTA BOGOR,2018,1,67.0
2018-02-01,KOTA BOGOR,2018,2,10.0
2018-03-01,KOTA BOGOR,2018,3,21.0
2018-04-01,KOTA BOGOR,2018,4,21.0
2018-05-01,KOTA BOGOR,2018,5,105.19000000000007
2018-06-01,KOTA BOGOR,2018,6,102.0
2018-07-01,KOTA BOGOR,2018,7,10.0
2018-08-01,KOTA BOGOR,2018,8,9.333333333333334
2018-09-01,KOTA BOGOR,2018,9,8.666666666666666
2018-10-01,KOTA BOGOR,2018,10,8.0
2018-11-01,KOTA BOGOR,2018,11,25.0
2018-12-01,KOTA BOGOR,2018,12,42.0
2019-01-01,KOTA BOGOR,2019,1,44.666666666666664
2019-02-01,KOTA BOGOR,2019,2,47.333333333333336
2019-03-01,KOTA BOGOR,2019,3,50.0
2019-04-01,KOTA BOGOR,2019,4,32.0
2019-05-01,KOTA BOGOR,2019,5,32.0
2019-06-01,KOTA BOGOR,2019,6,6.0
2019-07-01,KOTA BOGOR,2019,7,37.0
2019-08-01,KOTA BOGOR,2019,8,53.0
2019-09-01,KOTA BOGOR,2019,9,49.0
2019-10-01,KOTA BOGOR,2019,10,4.0
2019-11-01,KOTA BOGOR,2019,11,9.0
2019-12-01,KOTA BOGOR,2019,12,31.0
2020-01-01,KOTA BOGOR,2020,1,47.0
2020-02-01,KOTA BOGOR,2020,2,5.0
2020-03-01,KOTA BOGOR,2020,3,5.0
2020-04-01,KOTA BOGOR,2020,4,5.0
2020-05-01,KOTA BOGOR,2020,5,16.5
2020-06-01,KOTA BOGOR,2020,6,28.0
2020-07-01,KOTA BOGOR,2020,7,17.5
2020-08-01,KOTA BOGOR,2020,8,7.0
2020-09-01,KOTA BOGOR,2020,9,12.0
2020-10-01,KOTA BOGOR,2020,10,30.0
2020-11-01,KOTA BOGOR,2020,11,6.0
2020-12-01,KOTA BOGOR,2020,12,12.0
2021-01-01,KOTA BOGOR,2021,1,11.0
2021-02-01,KOTA BOGOR,2021,2,18.5
2021-03-01,KOTA BOGOR,2021,3,26.0
2021-04-01,KOTA BOGOR,2021,4,19.5
2021-05-01,KOTA BOGOR,2021,5,13.0
2021-06-01,KOTA BOGOR,2021,6,19.0
2021-07-01,KOTA BOGOR,2021,7,32.0
2021-08-01,KOTA BOGOR,2021,8,13.0
2021-09-01,KOTA BOGOR,2021,9,13.0
2021-10-01,KOTA BOGOR,2021,10,6.0
2021-11-01,KOTA BOGOR,2021,11,6.0
2021-12-01,KOTA BOGOR,2021,12,32.0
2022-01-01,KOTA BOGOR,2022,1,18.0
2022-02-01,KOTA BOGOR,2022,2,6.0
2022-03-01,KOTA BOGOR,2022,3,12.0
2022-04-01,KOTA BOGOR,2022,4,34.5
2022-05-01,KOTA BOGOR,2022,5,57.0
2022-06-01,KOTA BOGOR,2022,6,8.0
2022-07-01,KOTA BOGOR,2022,7,10.333333333333334
2022-08-01,KOTA BOGOR,2022,8,12.666666666666668
2022-09-01,KOTA BOGOR,2022,9,15.0
2022-10-01,KOTA BOGOR,2022,10,30.0
2022-11-01,KOTA BOGOR,2022,11,15.0
2022-12-01,KOTA BOGOR,2022,12,15.0
2023-01-01,KOTA BOGOR,2023,1,6.0
2023-02-01,KOTA BOGOR,2023,2,17.0
2023-03-01,KOTA BOGOR,2023,3,14.0
2023-04-01,KOTA BOGOR,2023,4,11.0
2023-05-01,KOTA BOGOR,2023,5,6.0
2023-06-01,KOTA BOGOR,2023,6,12.0
2023-07-01,KOTA BOGOR,2023,7,23.0
2023-08-01,KOTA BOGOR,2023,8,22.0
2023-09-01,KOTA BOGOR,2023,9,21.0
2023-10-01,KOTA BOGOR,2023,10,21.0
2023-11-01,KOTA BOGOR,2023,11,21.0
2023-12-01,KOTA BOGOR,2023,12,7.0
2018-01-01,KOTA CIMAHI,2018,1,71.0
2018-02-01,KOTA CIMAHI,2018,2,71.0
2018-03-01,KOTA CIMAHI,2018,3,106.3500000000001
2018-04-01,KOTA CIMAHI,2018,4,103.51250000000007
2018-05-01,KOTA CIMAHI,2018,5,100.67500000000004
2018-06-01,KOTA CIMAHI,2018,6,97.83750000000002
2018-07-01,KOTA CIMAHI,2018,7,95.0
2018-08-01,KOTA CIMAHI,2018,8,24.0
2018-09-01,KOTA CIMAHI,2018,9,48.0
2018-10-01,KOTA CIMAHI,2018,10,44.0
2018-11-01,KOTA CIMAHI,2018,11,40.0
2018-12-01,KOTA CIMAHI,2018,12,53.0
2019-01-01,KOTA CIMAHI,2019,1,66.0
2019-02-01,KOTA CIMAHI,2019,2,33.0
2019-03-01,KOTA CIMAHI,2019,3,17.0
2019-04-01,KOTA CIMAHI,2019,4,33.0
2019-05-01,KOTA CIMAHI,2019,5,15.0
2019-06-01,KOTA CIMAHI,2019,6,61.0
2019-07-01,KOTA CIMAHI,2019,7,46.0
2019-08-01,KOTA CIMAHI,2019,8,46.0
2019-09-01,KOTA CIMAHI,2019,9,18.0
2019-10-01,KOTA CIMAHI,2019,10,44.5
2019-11-01,KOTA CIMAHI,2019,11,71.0
2019-12-01,KOTA CIMAHI,2019,12,67.5
2020-01-01,KOTA CIMAHI,2020,1,64.0
2020-02-01,KOTA CIMAHI,2020,2,21.0
2020-03-01,KOTA CIMAHI,2020,3,50.5
2020-04-01,KOTA CIMAHI,2020,4,80.0
2020-05-01,KOTA CIMAHI,2020,5,63.0
2020-06-01,KOTA CIMAHI,2020,6,46.0
2020-07-01,KOTA CIMAHI,2020,7,31.0
2020-08-01,KOTA CIMAHI,2020,8,46.0
2020-09-01,KOTA CIMAHI,2020,9,33.0
2020-10-01,KOTA CIMAHI,2020,10,58.0
2020-11-01,KOTA CIMAHI,2020,11,83.0
2020-12-01,KOTA CIMAHI,2020,12,33.0
2021-01-01,KOTA CIMAHI,2021,1,16.0
2021-02-01,KOTA CIMAHI,2021,2,49.0
2021-03-01,KOTA CIMAHI,2021,3,16.0
2021-04-01,KOTA CIMAHI,2021,4,82.0
2021-05-01,KOTA CIMAHI,2021,5,44.0
2021-06-01,KOTA CIMAHI,2021,6,29.0
2021-07-01,KOTA CIMAHI,2021,7,15.0
2021-08-01,KOTA CIMAHI,2021,8,25.0
2021-09-01,KOTA CIMAHI,2021,9,35.0
2021-10-01,KOTA CIMAHI,2021,10,86.0
2021-11-01,KOTA CIMAHI,2021,11,69.0
2021-12-01,KOTA CIMAHI,2021,12,51.66666666666667
2022-01-01,KOTA CIMAHI,2022,1,34.333333333333336
2022-02-01,KOTA CIMAHI,2022,2,17.0
2022-03-01,KOTA CIMAHI,2022,3,50.0
2022-04-01,KOTA CIMAHI,2022,4,34.0
2022-05-01,KOTA CIMAHI,2022,5,49.0
2022-06-01,KOTA CIMAHI,2022,6,33.0
2022-07-01,KOTA CIMAHI,2022,7,17.0
2022-08-01,KOTA CIMAHI,2022,8,17.0
2022-09-01,KOTA CIMAHI,2022,9,32.0
2022-10-01,KOTA CIMAHI,2022,10,64.0
2022-11-01,KOTA CIMAHI,2022,11,32.0
2022-12-01,KOTA CIMAHI,2022,12,32.0
2023-01-01,KOTA CIMAHI,2023,1,32.0
2023-02-01,KOTA CIMAHI,2023,2,63.0
2023-03-01,KOTA CIMAHI,2023,3,47.0
2023-04-01,KOTA CIMAHI,2023,4,16.0
2023-05-01,KOTA CIMAHI,2023,5,17.0
2023-06-01,KOTA CIMAHI,2023,6,17.0
2023-07-01,KOTA CIMAHI,2023,7,102.0
2023-08-01,KOTA CIMAHI,2023,8,34.0
2023-09-01,KOTA CIMAHI,2023,9,32.0
2023-10-01,KOTA CIMAHI,2023,10,24.0
2023-11-01,KOTA CIMAHI,2023,11,16.0
2023-12-01,KOTA CIMAHI,2023,12,64.0
2018-01-01,KOTA CIREBON,2018,1,373.0
2018-02-01,KOTA CIREBON,2018,2,249.5
2018-03-01,KOTA CIREBON,2018,3,126.0
2018-04-01,KOTA CIREBON,2018,4,243.0
2018-05-01,KOTA CIREBON,2018,5,321.88500000000005
2018-06-01,KOTA CIREBON,2018,6,400.7700000000001
2018-07-01,KOTA CIREBON,2018,7,215.0
2018-08-01,KOTA CIREBON,2018,8,10.0
2018-09-01,KOTA CIREBON,2018,9,121.0
2018-10-01,KOTA CIREBON,2018,10,1.0
2018-11-01,KOTA CIREBON,2018,11,209.0
2018-12-01,KOTA CIREBON,2018,12,60.0
2019-01-01,KOTA CIREBON,2019,1,14.0
2019-02-01,KOTA CIREBON,2019,2,41.5
2019-03-01,KOTA CIREBON,2019,3,69.0
2019-04-01,KOTA CIREBON,2019,4,370.0
2019-05-01,KOTA CIREBON,2019,5,66.0
2019-06-01,KOTA CIREBON,2019,6,29.0
2019-07-01,KOTA CIREBON,2019,7,54.0
2019-08-01,KOTA CIREBON,2019,8,376.0
2019-09-01,KOTA CIREBON,2019,9,67.0
2019-10-01,KOTA CIREBON,2019,10,17.0
2019-11-01,KOTA CIREBON,2019,11,11.0
2019-12-01,KOTA CIREBON,2019,12,17.0
2020-01-01,KOTA CIREBON,2020,1,113.0
2020-02-01,KOTA CIREBON,2020,2,12.0
2020-03-01,KOTA CIREBON,2020,3,92.5
2020-04-01,KOTA CIREBON,2020,4,173.0
2020-05-01,KOTA CIREBON,2020,5,291.0
2020-06-01,KOTA CIREBON,2020,6,84.0
2020-07-01,KOTA CIREBON,2020,7,2.0
2020-08-01,KOTA CIREBON,2020,8,177.0
2020-09-01,KOTA CIREBON,2020,9,87.0
2020-10-01,KOTA CIREBON,2020,10,92.0
2020-11-01,KOTA CIREBON,2020,11,77.75
2020-12-01,KOTA CIREBON,2020,12,63.5
2021-01-01,KOTA CIREBON,2021,1,49.25
2021-02-01,KOTA CIREBON,2021,2,35.0
2021-03-01,KOTA CIREBON,2021,3,79.0
2021-04-01,KOTA CIREBON,2021,4,395.0
2021-05-01,KOTA CIREBON,2021,5,65.0
2021-06-01,KOTA CIREBON,2021,6,42.0
2021-07-01,KOTA CIREBON,2021,7,24.0
2021-08-01,KOTA CIREBON,2021,8,397.0
2021-09-01,KOTA CIREBON,2021,9,213.5
2021-10-01,KOTA CIREBON,2021,10,30.0
2021-11-01,KOTA CIREBON,2021,11,36.0
2021-12-01,KOTA CIREBON,2021,12,142.0
2022-01-01,KOTA CIREBON,2022,1,143.66666666666666
2022-02-01,KOTA CIREBON,2022,2,145.33333333333334
2022-03-01,KOTA CIREBON,2022,3,147.0
2022-04-01,KOTA CIREBON,2022,4,248.0
2022-05-01,KOTA CIREBON,2022,5,61.0
2022-06-01,KOTA CIREBON,2022,6,51.0
2022-07-01,KOTA CIREBON,2022,7,41.0
2022-08-01,KOTA CIREBON,2022,8,227.0
2022-09-01,KOTA CIREBON,2022,9,78.0
2022-10-01,KOTA CIREBON,2022,10,42.0
2022-11-01,KOTA CIREBON,2022,11,6.0
2022-12-01,KOTA CIREBON,2022,12,58.0
2023-01-01,KOTA CIREBON,2023,1,71.66666666666667
2023-02-01,KOTA CIREBON,2023,2,85.33333333333333
2023-03-01,KOTA CIREBON,2023,3,99.0
2023-04-01,KOTA CIREBON,2023,4,180.0
2023-05-01,KOTA CIREBON,2023,5,121.0
2023-06-01,KOTA CIREBON,2023,6,110.0
2023-07-01,KOTA CIREBON,2023,7,99.0
2023-08-01,KOTA CIREBON,2023,8,240.0
2023-09-01,KOTA CIREBON,2023,9,29.0
2023-10-01,KOTA CIREBON,2023,10,29.0
2023-11-01,KOTA CIREBON,2023,11,29.0
2023-12-01,KOTA CIREBON,2023,12,29.0
2018-01-01,KOTA DEPOK,2018,1,2.0
2018-02-01,KOTA DEPOK,2018,2,103.0
2018-03-01,KOTA DEPOK,2018,3,71.0
2018-04-01,KOTA DEPOK,2018,4,73.5
2018-05-01,KOTA DEPOK,2018,5,76.0
2018-06-01,KOTA DEPOK,2018,6,78.5
2018-07-01,KOTA DEPOK,2018,7,81.0
2018-08-01,KOTA DEPOK,2018,8,16.0
2018-09-01,KOTA DEPOK,2018,9,33.0
2018-10-01,KOTA DEPOK,2018,10,50.0
2018-11-01,KOTA DEPOK,2018,11,33.0
2018-12-01,KOTA DEPOK,2018,12,45.5
2019-01-01,KOTA DEPOK,2019,1,58.0
2019-02-01,KOTA DEPOK,2019,2,16.0
2019-03-01,KOTA DEPOK,2019,3,75.0
2019-04-01,KOTA DEPOK,2019,4,14.0
2019-05-01,KOTA DEPOK,2019,5,16.0
2019-06-01,KOTA DEPOK,2019,6,67.0
2019-07-01,KOTA DEPOK,2019,7,3.0
2019-08-01,KOTA DEPOK,2019,8,47.0
2019-09-01,KOTA DEPOK,2019,9,18.0
2019-10-01,KOTA DEPOK,2019,10,60.0
2019-11-01,KOTA DEPOK,2019,11,55.0
2019-12-01,KOTA DEPOK,2019,12,36.0
2020-01-01,KOTA DEPOK,2020,1,1.0
2020-02-01,KOTA DEPOK,2020,2,109.09000000000013
2020-03-01,KOTA DEPOK,2020,3,90.47200000000011
2020-04-01,KOTA DEPOK,2020,4,71.85400000000007
2020-05-01,KOTA DEPOK,2020,5,53.23600000000005
2020-06-01,KOTA DEPOK,2020,6,34.61800000000002
2020-07-01,KOTA DEPOK,2020,7,16.0
2020-08-01,KOTA DEPOK,2020,8,16.0
2020-09-01,KOTA DEPOK,2020,9,34.0
2020-10-01,KOTA DEPOK,2020,10,44.8
2020-11-01,KOTA DEPOK,2020,11,55.6
2020-12-01,KOTA DEPOK,2020,12,66.4
2021-01-01,KOTA DEPOK,2021,1,77.2
2021-02-01,KOTA DEPOK,2021,2,88.0
2021-03-01,KOTA DEPOK,2021,3,52.0
2021-04-01,KOTA DEPOK,2021,4,16.0
2021-05-01,KOTA DEPOK,2021,5,21.333333333333332
2021-06-01,KOTA DEPOK,2021,6,26.666666666666664
2021-07-01,KOTA DEPOK,2021,7,32.0
2021-08-01,KOTA DEPOK,2021,8,23.0
2021-09-01,KOTA DEPOK,2021,9,14.0
2021-10-01,KOTA DEPOK,2021,10,23.0
2021-11-01,KOTA DEPOK,2021,11,32.0
2021-12-01,KOTA DEPOK,2021,12,41.0
2022-01-01,KOTA DEPOK,2022,1,38.0
2022-02-01,KOTA DEPOK,2022,2,35.0
2022-03-01,KOTA DEPOK,2022,3,32.0
2022-04-01,KOTA DEPOK,2022,4,29.0
2022-05-01,KOTA DEPOK,2022,5,26.0
2022-06-01,KOTA DEPOK,2022,6,13.0
2022-07-01,KOTA DEPOK,2022,7,18.25
2022-08-01,KOTA DEPOK,2022,8,23.5
2022-09-01,KOTA DEPOK,2022,9,28.75
2022-10-01,KOTA DEPOK,2022,10,34.0
2022-11-01,KOTA DEPOK,2022,11,30.6
2022-12-01,KOTA DEPOK,2022,12,27.2
2023-01-01,KOTA DEPOK,2023,1,23.8
2023-02-01,KOTA DEPOK,2023,2,20.4
2023-03-01,KOTA DEPOK,2023,3,17.0
2023-04-01,KOTA DEPOK,2023,4,16.5
2023-05-01,KOTA DEPOK,2023,5,16.0
2023-06-01,KOTA DEPOK,2023,6,15.5
2023-07-01,KOTA DEPOK,2023,7,15.0
2023-08-01,KOTA DEPOK,2023,8,14.5
2023-09-01,KOTA DEPOK,2023,9,14.0
2023-10-01,KOTA DEPOK,2023,10,14.0
2023-11-01,KOTA DEPOK,2023,11,14.0
2023-12-01,KOTA DEPOK,2023,12,14.0
2018-01-01,KOTA SUKABUMI,2018,1,888.0
2018-02-01,KOTA SUKABUMI,2018,2,685.0
2018-03-01,KOTA SUKABUMI,2018,3,1745.0
2018-04-01,KOTA SUKABUMI,2018,4,827.0
2018-05-01,KOTA SUKABUMI,2018,5,1370.0
2018-06-01,KOTA SUKABUMI,2018,6,1189.0
2018-07-01,KOTA SUKABUMI,2018,7,1655.0
2018-08-01,KOTA SUKABUMI,2018,8,1371.0
2018-09-01,KOTA SUKABUMI,2018,9,1941.0
2018-10-01,KOTA SUKABUMI,2018,10,1308.0
2018-11-01,KOTA SUKABUMI,2018,11,1085.0
2018-12-01,KOTA SUKABUMI,2018,12,373.0
2019-01-01,KOTA SUKABUMI,2019,1,859.0
2019-02-01,KOTA SUKABUMI,2019,2,1507.0
2019-03-01,KOTA SUKABUMI,2019,3,2155.0
2019-04-01,KOTA SUKABUMI,2019,4,1428.0
2019-05-01,KOTA SUKABUMI,2019,5,903.0
2019-06-01,KOTA SUKABUMI,2019,6,985.0
2019-07-01,KOTA SUKABUMI,2019,7,1836.0
2019-08-01,KOTA SUKABUMI,2019,8,1907.0
2019-09-01,KOTA SUKABUMI,2019,9,417.0
2019-10-01,KOTA SUKABUMI,2019,10,1379.0
2019-11-01,KOTA SUKABUMI,2019,11,1333.0
2019-12-01,KOTA SUKABUMI,2019,12,396.0
2020-01-01,KOTA SUKABUMI,2020,1,1629.0
2020-02-01,KOTA SUKABUMI,2020,2,518.0
2020-03-01,KOTA SUKABUMI,2020,3,208.0
2020-04-01,KOTA SUKABUMI,2020,4,2584.6900000000014
2020-05-01,KOTA SUKABUMI,2020,5,1547.0
2020-06-01,KOTA SUKABUMI,2020,6,1393.0
2020-07-01,KOTA SUKABUMI,2020,7,702.0
2020-08-01,KOTA SUKABUMI,2020,8,1483.0
2020-09-01,KOTA SUKABUMI,2020,9,1490.0
2020-10-01,KOTA SUKABUMI,2020,10,1983.0
2020-11-01,KOTA SUKABUMI,2020,11,482.0
2020-12-01,KOTA SUKABUMI,2020,12,326.0
2021-01-01,KOTA SUKABUMI,2021,1,1281.0
2021-02-01,KOTA SUKABUMI,2021,2,1021.0
2021-03-01,KOTA SUKABUMI,2021,3,2509.0
2021-04-01,KOTA SUKABUMI,2021,4,699.0
